bfs,86,85,465,96.67359667359668,2.9598213999997824
dfs,166,165,322,66.94386694386695,1.6774121999987983
ucs,86,85,465,96.67359667359668,3.212910100002773
greedyheuristic_1,57,100000000,57,11.85031185031185,0.4996419999952195
greedyheuristic_2,57,100000000,57,11.85031185031185,0.5049603000006755
greedyheuristic_4,57,100000000,57,11.85031185031185,0.4212446000019554
astarheuristic_1,86,85,474,98.54469854469855,3.25303939999867
astarheuristic_2,90,89,416,86.48648648648648,2.8931646999990335
astarheuristic_4,92,91,509,105.82120582120582,3.4320315000004484
bfs,86,85,465,96.67359667359668,2.9835370000000694
dfs,166,165,322,66.94386694386695,1.4602214000042295
ucs,86,85,465,96.67359667359668,2.910943499999121
greedyheuristic_1,57,100000000,57,11.85031185031185,0.38151420000212966
greedyheuristic_2,57,100000000,57,11.85031185031185,0.41084219999902416
greedyheuristic_4,57,100000000,57,11.85031185031185,0.38876950000121724
astarheuristic_1,86,85,474,98.54469854469855,2.955891400000837
astarheuristic_2,90,89,416,86.48648648648648,2.5811601000023074
astarheuristic_4,92,91,509,105.82120582120582,3.2018785000036587
