bfs,20,19,79,74.52830188679245,0.5703445000035572
dfs,20,19,50,47.16981132075472,0.30228380000335164
ucs,20,19,79,74.52830188679245,0.6701542000009795
greedyheuristic_1,8,100000000,8,7.547169811320755,0.05646080000587972
greedyheuristic_2,8,100000000,8,7.547169811320755,0.05467260000295937
greedyheuristic_4,8,100000000,8,7.547169811320755,0.060021400000550784
astarheuristic_1,26,25,60,56.60377358490566,0.45515960000193445
astarheuristic_2,24,23,48,45.28301886792453,0.34911819999979343
astarheuristic_4,22,21,54,50.943396226415096,0.38076400000136346
bfs,20,19,79,74.52830188679245,0.6013509999975213
dfs,20,19,50,47.16981132075472,0.27252299999963725
ucs,20,19,79,74.52830188679245,0.5319641000023694
greedyheuristic_1,8,100000000,8,7.547169811320755,0.05805509999481728
greedyheuristic_2,8,100000000,8,7.547169811320755,0.055567699993844144
greedyheuristic_4,8,100000000,8,7.547169811320755,0.06322519999957876
astarheuristic_1,26,25,60,56.60377358490566,0.4615667000034591
astarheuristic_2,24,23,48,45.28301886792453,0.3510473999995156
astarheuristic_4,22,21,54,50.943396226415096,0.3789122000016505
