bfs,15,14,52,98.11320754716981,0.4055649000001722
dfs,17,16,27,50.943396226415096,0.12944810000044527
ucs,15,14,52,98.11320754716981,0.5088068999975803
greedyheuristic_1,15,14,15,28.30188679245283,0.15054679999593645
greedyheuristic_2,15,14,15,28.30188679245283,0.11429869999847142
greedyheuristic_4,15,14,15,28.30188679245283,0.11090150000381982
astarheuristic_1,15,14,71,133.96226415094338,0.6879842000053031
astarheuristic_2,15,14,34,64.15094339622641,0.4139255999980378
astarheuristic_4,15,14,39,73.58490566037736,0.3460250999996788
bfs,15,14,52,98.11320754716981,0.4632895999966422
dfs,17,16,27,50.943396226415096,0.18235520000598626
ucs,15,14,52,98.11320754716981,0.35849489999964135
greedyheuristic_1,15,14,15,28.30188679245283,0.11322930000460474
greedyheuristic_2,15,14,15,28.30188679245283,0.11652260000118986
greedyheuristic_4,15,14,15,28.30188679245283,0.15539569999964442
astarheuristic_1,15,14,71,133.96226415094338,0.5101756000003661
astarheuristic_2,15,14,34,64.15094339622641,0.25324479999835603
astarheuristic_4,15,14,39,73.58490566037736,0.28490330000204267
